loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status
Personal Loan,40790,0.084860855,26,Part-time,Low,350,Male,Single,High School,0
Education Loan,6600,0.062784629,49,Self-employed,Low,683,Male,Divorced,Master,0
Home Loan,95660,0.081278142,32,Part-time,High,674,Male,Married,Master,0
Car Loan,94179,0.03513296,25,Full-time,High,505,Female,Married,PhD,0
Personal Loan,41764,0.077196558,13,Full-time,High,788,Female,Married,PhD,1
Home Loan,75543,0.055542901,19,Full-time,Medium,680,Female,Married,Bachelor,0
Education Loan,46714,0.098089918,56,Full-time,High,610,Female,Single,Master,0
Car Loan,57835,0.09166111,17,Full-time,High,674,Male,Divorced,Bachelor,0
Car Loan,74744,0.087000065,48,Full-time,Medium,341,Male,Single,Bachelor,0
Car Loan,57491,0.102815093,48,Part-time,Low,832,Female,Divorced,High School,0
Home Loan,19589,0.065766252,44,Full-time,Medium,821,Female,Single,High School,0
Home Loan,44484,0.106210448,52,Self-employed,High,452,Male,Single,PhD,0
Car Loan,83989,0.093982873,17,Part-time,High,611,Female,Single,Master,0
Education Loan,37212,0.076451671,37,Part-time,Low,593,Female,Married,Master,0
Car Loan,44525,0.097034302,50,Self-employed,Medium,412,Female,Married,Bachelor,0
Car Loan,48202,0.063405597,52,Self-employed,High,411,Female,Single,Bachelor,0
Education Loan,33635,0.067632288,48,Self-employed,Low,474,Female,Divorced,PhD,0
Education Loan,64208,0.070871154,25,Self-employed,High,601,Female,Divorced,High School,0
Education Loan,34828,0.072065334,48,Self-employed,Low,815,Female,Married,Master,1
Car Loan,19711,0.064151635,19,Full-time,High,520,Male,Single,Master,0
Education Loan,4420,0.098346246,50,Part-time,High,470,Male,Married,Master,0
Home Loan,97752,0.076117184,24,Self-employed,Low,617,Male,Married,Master,0
Education Loan,1301,0.085287575,24,Self-employed,Low,512,Female,Married,High School,0
Car Loan,46236,0.07144473,51,Part-time,High,552,Male,Single,PhD,0
Personal Loan,67235,0.05269095,54,Part-time,Low,423,Male,Single,PhD,0
Personal Loan,55240,0.08405086,39,Full-time,High,512,Male,Married,High School,0
Home Loan,66726,0.051316175,29,Part-time,High,384,Male,Single,PhD,0
Personal Loan,11492,0.078970489,30,Self-employed,Medium,815,Female,Divorced,PhD,0
Personal Loan,7102,0.059475274,49,Part-time,High,364,Male,Divorced,Bachelor,0
Personal Loan,51336,0.10980914,43,Self-employed,High,617,Male,Married,High School,1
Home Loan,86314,0.093670441,33,Part-time,Low,645,Male,Divorced,PhD,0
Personal Loan,27641,0.081586307,13,Part-time,Medium,542,Male,Married,Bachelor,0
Car Loan,35584,0.0989556,24,Full-time,Low,436,Female,Married,High School,0
Personal Loan,33745,0.06730526,34,Self-employed,Low,546,Female,Married,High School,0
Education Loan,24093,0.088152191,36,Full-time,High,740,Male,Single,Master,0
Personal Loan,67105,0.082997157,39,Full-time,High,344,Male,Single,Bachelor,0
Personal Loan,52885,0.083960301,22,Self-employed,High,388,Male,Single,Bachelor,1
Car Loan,37631,0.099085303,44,Part-time,Low,527,Male,Single,Bachelor,0
Home Loan,73991,0.090987382,35,Full-time,Low,590,Female,Married,High School,0
Home Loan,5014,0.084330855,13,Part-time,High,721,Female,Single,Master,1
Personal Loan,12093,0.055176688,41,Part-time,Low,366,Male,Divorced,High School,0
Car Loan,19070,0.065599306,28,Full-time,Medium,550,Female,Divorced,PhD,0
Personal Loan,36777,0.078159366,51,Full-time,Medium,340,Female,Single,PhD,0
Home Loan,57958,0.081400586,45,Full-time,Medium,398,Male,Divorced,PhD,1
Home Loan,83074,0.063046944,49,Part-time,Low,605,Male,Divorced,Master,0
Education Loan,11729,0.11617515,33,Self-employed,Medium,755,Female,Single,High School,1
Education Loan,46017,0.102745911,16,Self-employed,High,600,Female,Married,Bachelor,0
Car Loan,67320,0.089031775,59,Full-time,High,498,Female,Married,PhD,0
Car Loan,28751,0.081080553,51,Part-time,High,787,Male,Married,PhD,0
Home Loan,79069,0.076816865,27,Full-time,Medium,405,Male,Single,High School,0
Home Loan,55748,0.065721223,24,Part-time,Medium,700,Male,Married,Bachelor,0
Home Loan,6801,0.081162208,37,Self-employed,Low,776,Male,Married,Master,0
Personal Loan,20190,0.083866288,42,Self-employed,High,421,Female,Divorced,PhD,0
Education Loan,50689,0.061373591,50,Full-time,Low,376,Male,Married,PhD,0
Education Loan,51993,0.085012646,59,Full-time,Medium,611,Female,Single,PhD,0
Home Loan,30592,0.077671114,34,Self-employed,Low,411,Female,Married,Bachelor,0
Home Loan,11647,0.051382887,59,Part-time,High,817,Female,Divorced,PhD,0
Education Loan,9716,0.067094225,23,Self-employed,Low,496,Female,Divorced,Bachelor,0
Car Loan,89891,0.073795917,25,Part-time,Low,397,Male,Divorced,PhD,1
Home Loan,88545,0.108315315,29,Full-time,Medium,758,Female,Divorced,PhD,0
Home Loan,90912,0.088348297,38,Self-employed,Medium,529,Female,Married,Bachelor,0
Car Loan,71316,0.059967776,39,Full-time,Medium,467,Male,Divorced,Bachelor,0
Home Loan,3368,0.087290544,29,Self-employed,Medium,307,Female,Divorced,Master,0
Education Loan,78575,0.05679044,27,Full-time,High,471,Male,Divorced,High School,0
Education Loan,7655,0.096240366,27,Self-employed,High,659,Male,Married,PhD,0
Car Loan,71031,0.07293313,24,Self-employed,Low,494,Male,Single,PhD,0
Education Loan,77429,0.078595457,40,Full-time,High,568,Male,Divorced,High School,0
Car Loan,92083,0.09988695,20,Self-employed,Low,318,Female,Divorced,High School,1
Car Loan,88922,0.060692546,37,Self-employed,Medium,653,Male,Divorced,High School,0
Education Loan,56766,0.059043227,39,Self-employed,Low,348,Female,Married,PhD,0
Car Loan,14403,0.07124601,52,Self-employed,Low,763,Female,Married,PhD,0
Education Loan,33097,0.095575683,24,Full-time,High,655,Male,Divorced,PhD,0
Car Loan,79657,0.057209809,47,Full-time,Low,457,Female,Single,Bachelor,0
Car Loan,11966,0.037517666,20,Self-employed,High,365,Female,Divorced,Master,0
Car Loan,94848,0.073232617,58,Self-employed,Low,607,Female,Single,Master,0
Education Loan,53921,0.088276112,25,Full-time,High,636,Male,Single,High School,0
Home Loan,50726,0.098003926,23,Self-employed,Medium,420,Female,Married,High School,0
Personal Loan,51300,0.07305258,43,Part-time,High,703,Male,Married,PhD,0
Home Loan,23677,0.073828601,49,Full-time,Medium,395,Male,Married,Master,0
Car Loan,56609,0.097308511,14,Self-employed,High,413,Male,Single,Master,0
Education Loan,97825,0.051953875,27,Part-time,Medium,728,Female,Single,Bachelor,0
Car Loan,57661,0.074172188,31,Self-employed,Medium,839,Female,Single,PhD,0
Home Loan,32024,0.082856358,43,Self-employed,High,301,Female,Married,PhD,0
Personal Loan,71313,0.086738281,34,Self-employed,Medium,511,Male,Married,Master,0
Home Loan,54006,0.0723529,28,Part-time,Low,632,Female,Married,Master,0
Education Loan,96285,0.080516615,27,Part-time,Low,323,Male,Divorced,Bachelor,0
Education Loan,16338,0.04267509,49,Full-time,Medium,667,Male,Single,Bachelor,0
Home Loan,69027,0.070126274,19,Self-employed,Medium,805,Female,Single,PhD,0
Home Loan,93772,0.086802631,30,Self-employed,Medium,475,Female,Divorced,Bachelor,0
Personal Loan,81135,0.065265589,41,Part-time,High,728,Male,Single,Master,0
Car Loan,20508,0.080884763,45,Self-employed,Low,741,Male,Single,PhD,0
Education Loan,4051,0.086703088,25,Self-employed,Medium,847,Female,Divorced,Master,0
Education Loan,49747,0.074861762,33,Self-employed,Medium,813,Female,Single,PhD,1
Personal Loan,88142,0.082556957,55,Part-time,High,660,Female,Married,PhD,1
Education Loan,88235,0.065559012,28,Self-employed,Low,573,Male,Divorced,Master,0
Education Loan,55021,0.076900831,26,Self-employed,Medium,476,Female,Single,PhD,1
Home Loan,67412,0.089153243,59,Full-time,Low,563,Female,Married,PhD,0
Home Loan,59335,0.082354594,43,Self-employed,High,485,Male,Single,Bachelor,0
Personal Loan,57179,0.071202031,24,Part-time,Low,826,Male,Divorced,Master,0
Education Loan,33093,0.083363246,32,Part-time,Medium,578,Female,Married,Master,0
Personal Loan,70678,0.090719147,51,Self-employed,Medium,497,Female,Single,Bachelor,0
Car Loan,81738,0.049250881,44,Full-time,Low,648,Female,Divorced,PhD,0
Car Loan,40734,0.097386111,38,Self-employed,High,720,Male,Single,High School,0
Personal Loan,73615,0.074956179,46,Self-employed,High,604,Female,Single,High School,1
Education Loan,74523,0.086382349,27,Self-employed,High,363,Male,Married,Master,0
Car Loan,95476,0.097958704,39,Part-time,High,589,Female,Single,Bachelor,0
Education Loan,18019,0.059424895,45,Self-employed,Medium,317,Male,Divorced,PhD,1
Home Loan,84613,0.069358385,58,Part-time,Low,363,Female,Divorced,Bachelor,0
Personal Loan,92794,0.07567177,12,Full-time,Medium,629,Female,Married,PhD,0
Car Loan,87672,0.068243697,52,Self-employed,Low,316,Female,Married,Master,0
Education Loan,74847,0.106024049,59,Part-time,Low,742,Male,Single,Master,1
Home Loan,83750,0.067148419,42,Part-time,High,440,Male,Divorced,High School,0
Personal Loan,80634,0.071666798,47,Part-time,High,607,Male,Married,Bachelor,0
Car Loan,29251,0.083065835,55,Self-employed,Low,743,Male,Single,Master,0
Home Loan,26945,0.061967757,44,Full-time,Low,795,Female,Single,Bachelor,0
Personal Loan,91852,0.074064789,44,Part-time,Low,725,Male,Divorced,Master,0
Car Loan,33217,0.084761799,50,Self-employed,Medium,774,Male,Divorced,PhD,0
Education Loan,9308,0.075007094,29,Part-time,Low,544,Female,Single,PhD,0
Home Loan,6949,0.078599197,34,Part-time,Medium,749,Male,Divorced,High School,1
Home Loan,52990,0.072060018,34,Self-employed,Low,650,Female,Single,Master,1
Education Loan,2150,0.057282945,26,Part-time,High,460,Male,Single,High School,1
Home Loan,90480,0.084823898,37,Part-time,Low,439,Male,Divorced,High School,0
Home Loan,75740,0.106323996,41,Self-employed,Low,792,Female,Married,Master,0
Personal Loan,67617,0.080276024,36,Full-time,Medium,830,Female,Single,Master,1
Education Loan,95841,0.083378962,56,Full-time,Low,692,Female,Divorced,PhD,0
Home Loan,17896,0.090390841,27,Full-time,Medium,700,Female,Single,High School,1
Education Loan,47175,0.060960043,50,Full-time,Medium,349,Male,Single,PhD,0
Personal Loan,8805,0.10553772,59,Self-employed,High,594,Male,Single,Bachelor,0
Personal Loan,6237,0.083034932,56,Self-employed,High,724,Female,Divorced,Bachelor,0
Education Loan,21056,0.104477853,25,Full-time,High,311,Female,Divorced,High School,0
Education Loan,46543,0.069004505,28,Self-employed,High,634,Male,Divorced,High School,0
Car Loan,57556,0.107270929,23,Full-time,Medium,314,Female,Married,Master,0
Personal Loan,4343,0.091627332,40,Part-time,Low,327,Male,Single,Master,1
Home Loan,14500,0.088295601,43,Part-time,Medium,687,Female,Married,High School,1
Personal Loan,54222,0.083510367,35,Part-time,High,591,Female,Single,High School,0
Personal Loan,30375,0.076272071,24,Full-time,Low,549,Female,Divorced,Bachelor,0
Car Loan,10662,0.098007975,31,Part-time,Medium,804,Female,Single,PhD,0
Education Loan,17964,0.082105398,26,Full-time,Low,397,Male,Single,Bachelor,1
Personal Loan,60638,0.050493954,15,Self-employed,Medium,636,Female,Single,Bachelor,0
Car Loan,74666,0.063242203,45,Part-time,Low,338,Male,Married,PhD,1
Education Loan,86067,0.077212314,39,Part-time,Low,337,Female,Divorced,High School,1
Personal Loan,68215,0.084649985,13,Part-time,High,599,Female,Divorced,High School,0
Car Loan,70042,0.079151173,58,Self-employed,High,478,Male,Single,Bachelor,0
Personal Loan,14284,0.098284562,41,Full-time,Low,768,Female,Divorced,Bachelor,0
Home Loan,73789,0.050733472,37,Part-time,Low,581,Male,Married,PhD,0
Education Loan,85664,0.082153819,58,Part-time,High,463,Female,Married,Master,0
Education Loan,94468,0.052730312,37,Full-time,Medium,752,Male,Divorced,Master,1
Personal Loan,62389,0.091395684,31,Part-time,Low,396,Female,Married,High School,0
Car Loan,10435,0.078583119,53,Part-time,Medium,608,Female,Married,Master,0
Car Loan,55340,0.08629415,39,Part-time,High,561,Female,Divorced,High School,0
Home Loan,45078,0.067041756,31,Full-time,Low,592,Female,Divorced,High School,0
Home Loan,79832,0.099191974,22,Part-time,Medium,548,Female,Single,High School,0
Car Loan,52293,0.09562587,21,Self-employed,High,544,Male,Single,PhD,0
Education Loan,96981,0.088753165,34,Full-time,Low,550,Male,Married,Bachelor,1
Home Loan,79781,0.078057241,48,Part-time,Medium,422,Male,Divorced,Master,1
Personal Loan,61403,0.088697859,52,Self-employed,Low,624,Female,Married,PhD,0
Personal Loan,30124,0.069396611,30,Self-employed,Medium,800,Female,Divorced,Master,0
Education Loan,96435,0.092833335,56,Self-employed,Medium,365,Female,Married,PhD,0
Education Loan,44919,0.104742213,29,Self-employed,Low,358,Male,Married,Master,0
Home Loan,36247,0.096059158,38,Self-employed,High,797,Male,Married,Master,0
Personal Loan,95758,0.069055963,17,Part-time,Low,672,Male,Single,Bachelor,0
Education Loan,92747,0.08542126,21,Self-employed,High,565,Female,Divorced,Master,0
Personal Loan,63752,0.060602877,13,Full-time,Medium,535,Female,Married,PhD,1
Home Loan,57573,0.088585855,35,Part-time,Medium,517,Male,Single,Master,0
Education Loan,60101,0.086759051,49,Part-time,Medium,826,Male,Married,Bachelor,0
Car Loan,27646,0.051952755,39,Self-employed,High,740,Male,Married,Master,1
Personal Loan,24049,0.062573242,39,Self-employed,Medium,705,Male,Divorced,PhD,0
Education Loan,80605,0.075752917,56,Part-time,Low,768,Female,Married,Master,0
Home Loan,99116,0.075487104,50,Full-time,Medium,409,Male,Divorced,Bachelor,0
Car Loan,98379,0.061857846,13,Part-time,High,652,Female,Single,Bachelor,0
Education Loan,69385,0.085834681,57,Part-time,High,390,Female,Single,Bachelor,1
Personal Loan,41158,0.083772104,16,Self-employed,Low,713,Female,Married,Bachelor,0
Personal Loan,66417,0.077085963,22,Full-time,Low,372,Female,Single,High School,0
Home Loan,24289,0.068663127,21,Self-employed,High,846,Female,Divorced,Bachelor,1
Personal Loan,10823,0.095730607,54,Self-employed,High,597,Female,Divorced,Master,0
Car Loan,61160,0.104831107,13,Self-employed,Low,582,Male,Single,Master,1
Home Loan,42975,0.072746578,26,Self-employed,Low,804,Male,Divorced,Master,0
Home Loan,10540,0.070817496,50,Full-time,Low,497,Male,Divorced,Master,0
Education Loan,17364,0.087368115,52,Self-employed,Low,331,Male,Married,High School,0
Home Loan,5611,0.074629559,48,Self-employed,High,640,Female,Married,High School,0
Education Loan,28663,0.077909042,18,Full-time,Medium,633,Male,Divorced,High School,0
Home Loan,52991,0.091094797,31,Part-time,High,442,Female,Single,Master,1
Education Loan,58679,0.051359659,45,Self-employed,Low,709,Male,Divorced,PhD,0
Education Loan,31977,0.099774535,46,Part-time,High,343,Male,Married,PhD,1
Education Loan,95704,0.081090208,45,Self-employed,Low,331,Female,Single,Master,1
Car Loan,50115,0.073827603,33,Self-employed,High,327,Female,Divorced,Bachelor,0
Education Loan,92007,0.078661488,42,Full-time,Low,722,Male,Single,Bachelor,0
Car Loan,89223,0.07943644,34,Full-time,Low,790,Male,Single,Master,0
Education Loan,61890,0.05403198,30,Part-time,High,459,Female,Single,Bachelor,1
Education Loan,67387,0.102424073,15,Self-employed,Low,506,Female,Divorced,Bachelor,0
Car Loan,19071,0.080619884,35,Full-time,Medium,317,Female,Married,PhD,0
Car Loan,60275,0.086645032,31,Self-employed,Low,402,Female,Single,Master,1
Car Loan,73369,0.094273247,50,Self-employed,Low,531,Female,Single,High School,0
Car Loan,12938,0.064682563,39,Part-time,Low,723,Female,Divorced,PhD,0
Education Loan,36195,0.087102078,50,Self-employed,Medium,846,Female,Married,Master,0
Education Loan,92680,0.075985384,28,Full-time,High,538,Female,Married,Master,0
Home Loan,5000,0.092701562,30,Part-time,Medium,633,Female,Divorced,PhD,0
Home Loan,71588,0.048091589,59,Full-time,Medium,448,Female,Single,Bachelor,0
Education Loan,94610,0.078513585,46,Part-time,Medium,707,Male,Divorced,Bachelor,1
Home Loan,98856,0.07095769,43,Part-time,High,316,Female,Married,PhD,1
Car Loan,39304,0.086483944,58,Self-employed,Low,525,Female,Single,Master,0
Home Loan,70449,0.087050663,57,Part-time,Medium,559,Male,Single,High School,1
Car Loan,83986,0.069385612,58,Part-time,Low,473,Female,Married,Master,0
Education Loan,90643,0.069317392,57,Self-employed,Medium,504,Male,Single,High School,1
Home Loan,21764,0.078340019,50,Part-time,Medium,714,Female,Divorced,High School,0
Car Loan,87027,0.066550367,46,Part-time,Medium,807,Male,Married,Master,0
Education Loan,39494,0.092629755,41,Full-time,Medium,452,Female,Married,Master,1
Education Loan,4373,0.074461892,28,Full-time,Medium,402,Male,Single,Master,0
Car Loan,13161,0.036395177,53,Self-employed,Medium,364,Male,Married,High School,0
Car Loan,98532,0.074377669,58,Part-time,High,416,Female,Divorced,Bachelor,0
Education Loan,93658,0.064421843,40,Self-employed,Low,455,Female,Married,High School,0
Personal Loan,28350,0.055530863,17,Self-employed,Low,381,Male,Single,High School,1
Personal Loan,94008,0.0614386,28,Self-employed,High,817,Male,Married,High School,0
Car Loan,95297,0.081641127,28,Full-time,Medium,366,Male,Single,PhD,0
Home Loan,26351,0.099929612,25,Self-employed,High,537,Female,Single,Bachelor,0
Car Loan,89668,0.084697767,35,Part-time,High,625,Male,Divorced,High School,0
Education Loan,16305,0.070902449,48,Full-time,High,366,Male,Married,High School,1
Car Loan,76353,0.086838563,51,Full-time,Low,475,Male,Divorced,PhD,0
Personal Loan,77797,0.073113645,50,Full-time,High,777,Male,Divorced,High School,0
Car Loan,66953,0.069580994,43,Part-time,Medium,554,Female,Married,Bachelor,1
Personal Loan,58458,0.06268456,47,Self-employed,High,362,Female,Divorced,High School,1
Home Loan,21358,0.053722568,48,Self-employed,Low,702,Male,Divorced,Bachelor,0
Home Loan,4267,0.074151144,59,Full-time,Low,491,Female,Single,Bachelor,0
Home Loan,83745,0.082370802,25,Full-time,Medium,628,Female,Divorced,Master,0
Car Loan,90588,0.078550645,38,Self-employed,High,370,Male,Married,PhD,0
Personal Loan,39513,0.073760496,30,Part-time,Medium,362,Male,Single,PhD,1
Car Loan,27092,0.065813809,42,Full-time,High,596,Female,Divorced,PhD,0
Home Loan,12338,0.089123693,57,Full-time,Medium,544,Female,Divorced,Master,0
Car Loan,1412,0.060243021,20,Part-time,Medium,818,Male,Married,Master,0
Personal Loan,8543,0.091640419,49,Full-time,Medium,692,Male,Divorced,Bachelor,0
